"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&base_name=primates&show=ref"
"Access Time","Mon 2023-03-13 21:35:20 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","primates"
"","timerule","major"
"","taxon_status","all"
"","show","ref"
"Elapsed Time","0.00432"
"Records Found","2322"
"Records Returned","2322"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no","primary_reference"
"7810","spm","N","0","0","","","","","","M3","","6","","","Gunnell 1998c (Bridger A: P4 < M3)","Microsyops elegans","species","48550","","Microsyops elegans","species","47707","","","1737","G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
"7811","spm","N","0","0","","","","","","m2","","19","","","Gunnell 1998c (Bridger A: P4 < M3)","Microsyops elegans","species","48550","","Microsyops elegans","species","47707","","","1737","G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
"7812","spm","N","0","0","","","","","","m3","","5","","","Gunnell 1998c (Bridger A: P4 < M3)","Microsyops elegans","species","48550","","Microsyops elegans","species","47707","","","1737","G. F. Gunnell. 1998. Mammalian Fauna From the Lower Bridger Formation (Bridger A, Early Middle Eocene) of the Southern Green River Basin, Wyoming. Contributions from the Museum of Paleontology, University of Michigan 30(3):83-130"
"7813","spm","N","0","0","","","","","","P4","","4","","","Gunnell 1989 (USNM: revises ""M. latidens"" in part of Szalay 1969a; M3 < P4)","Microsyops knightensis","species","48552","","Microsyops knightensis","species","45482","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7814","spm","N","0","0","","","","","","M1","","4","","","Gunnell 1989 (USNM: revises ""M. latidens"" in part of Szalay 1969a; M3 < P4)","Microsyops knightensis","species","48552","","Microsyops knightensis","species","45482","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7815","spm","N","0","0","","","","","","M2","","4","","","Gunnell 1989 (USNM: revises ""M. latidens"" in part of Szalay 1969a; M3 < P4)","Microsyops knightensis","species","48552","","Microsyops knightensis","species","45482","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7816","spm","N","0","0","","","","","","p4","","7","","","Gunnell 1989 (USNM: revises ""M. latidens"" in part of Szalay 1969a; M3 < P4)","Microsyops knightensis","species","48552","","Microsyops knightensis","species","45482","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7817","spm","N","0","0","","","","","","m2","","16","","","Gunnell 1989 (USNM: revises ""M. latidens"" in part of Szalay 1969a; M3 < P4)","Microsyops knightensis","species","48552","","Microsyops knightensis","species","45482","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7818","spm","","170942","0","15663","","","","","M1","","6","","","Szalay 1969a (AMNH: sample of Gunnell 1989 is smaller; P4 < M3)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","55.8","50.3","3348","F. S. Szalay. 1969. Mixodectidae, Microsyopidae, and the insectivore-primate transition. Bulletin of the American Museum of Natural History 140(4):193-330"
"7819","spm","","170942","0","15663","","","","","M2","","7","","","Szalay 1969a (AMNH: sample of Gunnell 1989 is smaller; P4 < M3)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","55.8","50.3","3348","F. S. Szalay. 1969. Mixodectidae, Microsyopidae, and the insectivore-primate transition. Bulletin of the American Museum of Natural History 140(4):193-330"
"7820","spm","","170942","0","15663","","","","","M3","","5","","","Szalay 1969a (AMNH: sample of Gunnell 1989 is smaller; P4 < M3)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","55.8","50.3","3348","F. S. Szalay. 1969. Mixodectidae, Microsyopidae, and the insectivore-primate transition. Bulletin of the American Museum of Natural History 140(4):193-330"
"7821","spm","","170942","0","15663","","","","","m2","","22","","","Szalay 1969a (AMNH: sample of Gunnell 1989 is smaller; P4 < M3)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","55.8","50.3","3348","F. S. Szalay. 1969. Mixodectidae, Microsyopidae, and the insectivore-primate transition. Bulletin of the American Museum of Natural History 140(4):193-330"
"7822","spm","","170942","0","15663","","","","","m3","","16","","","Szalay 1969a (AMNH: sample of Gunnell 1989 is smaller; P4 < M3)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","55.8","50.3","3348","F. S. Szalay. 1969. Mixodectidae, Microsyopidae, and the insectivore-primate transition. Bulletin of the American Museum of Natural History 140(4):193-330"
"7823","spm","N","0","0","","","","","","M1","","6","","","Gunnell 1989 (YPM: P4 < M3)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7824","spm","N","0","0","","","","","","M2","","9","","","Gunnell 1989 (YPM: P4 < M3)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7825","spm","N","0","0","","","","","","M3","","10","","","Gunnell 1989 (YPM: P4 < M3)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7826","spm","N","0","0","","","","","","m2","","62","","","Gunnell 1989 (YPM: P4 < M3)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7827","spm","N","0","0","","","","","","m3","","32","","","Gunnell 1989 (YPM: P4 < M3)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7828","spm","N","0","0","","","","","","M1","","3","","","Gunnell 1989 (USGS)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7829","spm","N","0","0","","","","","","M2","","4","","","Gunnell 1989 (USGS)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7830","spm","N","0","0","","","","","","M3","","2","","","Gunnell 1989 (USGS)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7831","spm","N","0","0","","","","","","m2","","27","","","Gunnell 1989 (USGS)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7832","spm","N","0","0","","","","","","m3","","14","","","Gunnell 1989 (USGS)","Microsyops latidens","species","48554","","Microsyops latidens","species","45483","","","1730","G. F. Gunnell. 1989. Evolutionary History of Microsyopoidea (Mammalia, ?Primates) and the Relationship Between Plesiadapiformes and Primates. University of Michigan Papers on Paleontology 27:1-157"
"7833","spm","","168939","1408","15485","","","","","M1","","29","","","Szalay 1969a (East Alheit Pocket: P4 < M3)","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","55.8","50.3","3348","F. S. Szalay. 1969. Mixodectidae, Microsyopidae, and the insectivore-primate transition. Bulletin of the American Museum of Natural History 140(4):193-330"
"7834","spm","","168939","1408","15485","","","","","M2","","39","","","Szalay 1969a (East Alheit Pocket: P4 < M3)","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","55.8","50.3","3348","F. S. Szalay. 1969. Mixodectidae, Microsyopidae, and the insectivore-primate transition. Bulletin of the American Museum of Natural History 140(4):193-330"
"7835","spm","","168939","1408","15485","","","","","M3","","29","","","Szalay 1969a (East Alheit Pocket: P4 < M3)","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","55.8","50.3","3348","F. S. Szalay. 1969. Mixodectidae, Microsyopidae, and the insectivore-primate transition. Bulletin of the American Museum of Natural History 140(4):193-330"
"7836","spm","","168939","1408","15485","","","","","m2","","23","","","Szalay 1969a (East Alheit Pocket: P4 < M3)","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","55.8","50.3","3348","F. S. Szalay. 1969. Mixodectidae, Microsyopidae, and the insectivore-primate transition. Bulletin of the American Museum of Natural History 140(4):193-330"
"7837","spm","","168939","1408","15485","","","","","m3","","34","","","Szalay 1969a (East Alheit Pocket: P4 < M3)","Arctodontomys wilsoni","species","44273","","Arctodontomys wilsoni","species","48565","55.8","50.3","3348","F. S. Szalay. 1969. Mixodectidae, Microsyopidae, and the insectivore-primate transition. Bulletin of the American Museum of Natural History 140(4):193-330"
"8072","spm","","166120","0","14989","","","","","M1","","11","","","Gingerich 1976 (Saddle: P4 < M3)","Nannodectes gazini","species","48972","","Nannodectes gazini","species","48972","61.7","56.8","1635","P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
"8073","spm","","166120","0","14989","","","","","M2","","9","","","Gingerich 1976 (Saddle: P4 < M3)","Nannodectes gazini","species","48972","","Nannodectes gazini","species","48972","61.7","56.8","1635","P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
"8074","spm","","166120","0","14989","","","","","M3","","4","","","Gingerich 1976 (Saddle: P4 < M3)","Nannodectes gazini","species","48972","","Nannodectes gazini","species","48972","61.7","56.8","1635","P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
"8075","spm","","166120","0","14989","","","","","m2","","25","","","Gingerich 1976 (Saddle: P4 < M3)","Nannodectes gazini","species","48972","","Nannodectes gazini","species","48972","61.7","56.8","1635","P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
"8076","spm","","166120","0","14989","","","","","m3","","17","","","Gingerich 1976 (Saddle: P4 < M3)","Nannodectes gazini","species","48972","","Nannodectes gazini","species","48972","61.7","56.8","1635","P. D. Gingerich. 1976. Cranial Anatomy and Evolution of Early Tertiary Plesiadapidae (Mammalia, Primates). University of Michigan Papers on Paleontology 15:1-141"
"8077","spm","","165851","506","14956","","","","","M1","","1","","","Schiebout 1974 (Joe's Bonebed: excludes Chiromyoides potior specimens identified by Gingerich 1976; P4 < M3)","Nannodectes gidleyi","species","48973","","Nannodectes gidleyi","species","49222","63.3","61.7","3024","J. A. Schiebout. 1974. Vertebrate paleontology and paleoecology of Paleocene Black Peaks Formation, Big Bend National Park, Texas. Texas Memorial Museum Bulletin 24:1-88"
"8078","spm","","165851","506","14956","","","","","M2","","3","","","Schiebout 1974 (Joe's Bonebed: excludes Chiromyoides potior specimens identified by Gingerich 1976; P4 < M3)","Nannodectes gidleyi","species","48973","","Nannodectes gidleyi","species","49222","63.3","61.7","3024","J. A. Schiebout. 1974. Vertebrate paleontology and paleoecology of Paleocene Black Peaks Formation, Big Bend National Park, Texas. Texas Memorial Museum Bulletin 24:1-88"
"8079","spm","","165851","506","14956","","","","","M3","","1","","","Schiebout 1974 (Joe's Bonebed: excludes Chiromyoides potior specimens identified by Gingerich 1976; P4 < M3)","Nannodectes gidleyi","species","48973","","Nannodectes gidleyi","species","49222","63.3","61.7","3024","J. A. Schiebout. 1974. Vertebrate paleontology and paleoecology of Paleocene Black Peaks Formation, Big Bend National Park, Texas. Texas Memorial Museum Bulletin 24:1-88"
"8080","spm","","165851","506","14956","","","","","m2","","3","","","Schiebout 1974 (Joe's Bonebed: excludes Chiromyoides potior specimens identified by Gingerich 1976; P4 < M3)","Nannodectes gidleyi","species","48973","","Nannodectes gidleyi","species","49222","63.3","61.7","3024","J. A. Schiebout. 1974. Vertebrate paleontology and paleoecology of Paleocene Black Peaks Formation, Big Bend National Park, Texas. Texas Memorial Museum Bulletin 24:1-88"
